"Rd=mpy(Rs.L,Rt.L):<<1:rnd","Word32 Q6_R_mpy_RlRl_s1_rnd(Word32 Rs, Word32"
"",Rt)
"Rd=mpy(Rs.L,Rt.L):<<1:rnd:sat","Word32 Q6_R_mpy_RlRl_s1_rnd_sat(Word32 Rs,"
"",Word32 Rt)
"Rd=mpy(Rs.L,Rt.L):<<1:sat","Word32 Q6_R_mpy_RlRl_s1_sat(Word32 Rs, Word32"
"",Rt)
"Rd=mpy(Rs.L,Rt.L):rnd","Word32 Q6_R_mpy_RlRl_rnd(Word32 Rs, Word32 Rt)"
"Rd=mpy(Rs.L,Rt.L):rnd:sat","Word32 Q6_R_mpy_RlRl_rnd_sat(Word32 Rs, Word32"
"",Rt)
"Rd=mpy(Rs.L,Rt.L):sat","Word32 Q6_R_mpy_RlRl_sat(Word32 Rs, Word32 Rt)"
"Rdd=mpy(Rs.H,Rt.H)","Word64 Q6_P_mpy_RhRh(Word32 Rs, Word32 Rt)"
"Rdd=mpy(Rs.H,Rt.H):<<1","Word64 Q6_P_mpy_RhRh_s1(Word32 Rs, Word32 Rt)"
"Rdd=mpy(Rs.H,Rt.H):<<1:rnd","Word64 Q6_P_mpy_RhRh_s1_rnd(Word32 Rs, Word32"
"",Rt)
"Rdd=mpy(Rs.H,Rt.H):rnd","Word64 Q6_P_mpy_RhRh_rnd(Word32 Rs, Word32 Rt)"
"Rdd=mpy(Rs.H,Rt.L)","Word64 Q6_P_mpy_RhRl(Word32 Rs, Word32 Rt)"
"Rdd=mpy(Rs.H,Rt.L):<<1","Word64 Q6_P_mpy_RhRl_s1(Word32 Rs, Word32 Rt)"
"Rdd=mpy(Rs.H,Rt.L):<<1:rnd","Word64 Q6_P_mpy_RhRl_s1_rnd(Word32 Rs, Word32"
"",Rt)
"Rdd=mpy(Rs.H,Rt.L):rnd","Word64 Q6_P_mpy_RhRl_rnd(Word32 Rs, Word32 Rt)"
"Rdd=mpy(Rs.L,Rt.H)","Word64 Q6_P_mpy_RlRh(Word32 Rs, Word32 Rt)"
"Rdd=mpy(Rs.L,Rt.H):<<1","Word64 Q6_P_mpy_RlRh_s1(Word32 Rs, Word32 Rt)"
"Rdd=mpy(Rs.L,Rt.H):<<1:rnd","Word64 Q6_P_mpy_RlRh_s1_rnd(Word32 Rs, Word32"
"",Rt)
"Rdd=mpy(Rs.L,Rt.H):rnd","Word64 Q6_P_mpy_RlRh_rnd(Word32 Rs, Word32 Rt)"
"Rdd=mpy(Rs.L,Rt.L)","Word64 Q6_P_mpy_RlRl(Word32 Rs, Word32 Rt)"
"Rdd=mpy(Rs.L,Rt.L):<<1","Word64 Q6_P_mpy_RlRl_s1(Word32 Rs, Word32 Rt)"
"Rdd=mpy(Rs.L,Rt.L):<<1:rnd","Word64 Q6_P_mpy_RlRl_s1_rnd(Word32 Rs, Word32"
"",Rt)
"Rdd=mpy(Rs.L,Rt.L):rnd","Word64 Q6_P_mpy_RlRl_rnd(Word32 Rs, Word32 Rt)"
"Rx+=mpy(Rs.H,Rt.H)","Word32 Q6_R_mpyacc_RhRh(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx+=mpy(Rs.H,Rt.H):<<1","Word32 Q6_R_mpyacc_RhRh_s1(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx+=mpy(Rs.H,Rt.H):<<1:sat","Word32 Q6_R_mpyacc_RhRh_s1_sat(Word32 Rx, Word32"
"","Rs, Word32 Rt)"
"Rx+=mpy(Rs.H,Rt.H):sat","Word32 Q6_R_mpyacc_RhRh_sat(Word32 Rx, Word32"
"","Rs, Word32 Rt)"
"Rx+=mpy(Rs.H,Rt.L)","Word32 Q6_R_mpyacc_RhRl(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx+=mpy(Rs.H,Rt.L):<<1","Word32 Q6_R_mpyacc_RhRl_s1(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx+=mpy(Rs.H,Rt.L):<<1:sat","Word32 Q6_R_mpyacc_RhRl_s1_sat(Word32 Rx, Word32"
"","Rs, Word32 Rt)"
"Rx+=mpy(Rs.H,Rt.L):sat","Word32 Q6_R_mpyacc_RhRl_sat(Word32 Rx, Word32"
"","Rs, Word32 Rt)"
"Rx+=mpy(Rs.L,Rt.H)","Word32 Q6_R_mpyacc_RlRh(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx+=mpy(Rs.L,Rt.H):<<1","Word32 Q6_R_mpyacc_RlRh_s1(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx+=mpy(Rs.L,Rt.H):<<1:sat","Word32 Q6_R_mpyacc_RlRh_s1_sat(Word32 Rx, Word32"
"","Rs, Word32 Rt)"
"Rx+=mpy(Rs.L,Rt.H):sat","Word32 Q6_R_mpyacc_RlRh_sat(Word32 Rx, Word32"
"","Rs, Word32 Rt)"
"Rx+=mpy(Rs.L,Rt.L)","Word32 Q6_R_mpyacc_RlRl(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx+=mpy(Rs.L,Rt.L):<<1","Word32 Q6_R_mpyacc_RlRl_s1(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx+=mpy(Rs.L,Rt.L):<<1:sat","Word32 Q6_R_mpyacc_RlRl_s1_sat(Word32 Rx, Word32"
"","Rs, Word32 Rt)"
"Rx+=mpy(Rs.L,Rt.L):sat","Word32 Q6_R_mpyacc_RlRl_sat(Word32 Rx, Word32"
"","Rs, Word32 Rt)"
"Rx-=mpy(Rs.H,Rt.H)","Word32 Q6_R_mpynac_RhRh(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx-=mpy(Rs.H,Rt.H):<<1","Word32 Q6_R_mpynac_RhRh_s1(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx-=mpy(Rs.H,Rt.H):<<1:sat","Word32 Q6_R_mpynac_RhRh_s1_sat(Word32 Rx, Word32"
"","Rs, Word32 Rt)"
"Rx-=mpy(Rs.H,Rt.H):sat","Word32 Q6_R_mpynac_RhRh_sat(Word32 Rx, Word32"
"","Rs, Word32 Rt)"
"Rx-=mpy(Rs.H,Rt.L)","Word32 Q6_R_mpynac_RhRl(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx-=mpy(Rs.H,Rt.L):<<1","Word32 Q6_R_mpynac_RhRl_s1(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx-=mpy(Rs.H,Rt.L):<<1:sat","Word32 Q6_R_mpynac_RhRl_s1_sat(Word32 Rx, Word32"
"","Rs, Word32 Rt)"
"Rx-=mpy(Rs.H,Rt.L):sat","Word32 Q6_R_mpynac_RhRl_sat(Word32 Rx, Word32"
"","Rs, Word32 Rt)"
"Rx-=mpy(Rs.L,Rt.H)","Word32 Q6_R_mpynac_RlRh(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx-=mpy(Rs.L,Rt.H):<<1","Word32 Q6_R_mpynac_RlRh_s1(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx-=mpy(Rs.L,Rt.H):<<1:sat","Word32 Q6_R_mpynac_RlRh_s1_sat(Word32 Rx, Word32"
"","Rs, Word32 Rt)"
"Rx-=mpy(Rs.L,Rt.H):sat","Word32 Q6_R_mpynac_RlRh_sat(Word32 Rx, Word32"
"","Rs, Word32 Rt)"
"Rx-=mpy(Rs.L,Rt.L)","Word32 Q6_R_mpynac_RlRl(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx-=mpy(Rs.L,Rt.L):<<1","Word32 Q6_R_mpynac_RlRl_s1(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx-=mpy(Rs.L,Rt.L):<<1:sat","Word32 Q6_R_mpynac_RlRl_s1_sat(Word32 Rx, Word32"
"","Rs, Word32 Rt)"
"Rx-=mpy(Rs.L,Rt.L):sat","Word32 Q6_R_mpynac_RlRl_sat(Word32 Rx, Word32"
"","Rs, Word32 Rt)"
"Rxx+=mpy(Rs.H,Rt.H)","Word64 Q6_P_mpyacc_RhRh(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rxx+=mpy(Rs.H,Rt.H):<<1","Word64 Q6_P_mpyacc_RhRh_s1(Word64 Rxx, Word32"
"","Rs, Word32 Rt)"
"Rxx+=mpy(Rs.H,Rt.L)","Word64 Q6_P_mpyacc_RhRl(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rxx+=mpy(Rs.H,Rt.L):<<1","Word64 Q6_P_mpyacc_RhRl_s1(Word64 Rxx, Word32"
"","Rs, Word32 Rt)"
"Rxx+=mpy(Rs.L,Rt.H)","Word64 Q6_P_mpyacc_RlRh(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rxx+=mpy(Rs.L,Rt.H):<<1","Word64 Q6_P_mpyacc_RlRh_s1(Word64 Rxx, Word32"
"","Rs, Word32 Rt)"
"Rxx+=mpy(Rs.L,Rt.L)","Word64 Q6_P_mpyacc_RlRl(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rxx+=mpy(Rs.L,Rt.L):<<1","Word64 Q6_P_mpyacc_RlRl_s1(Word64 Rxx, Word32"
"","Rs, Word32 Rt)"
"Rxx-=mpy(Rs.H,Rt.H)","Word64 Q6_P_mpynac_RhRh(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rxx-=mpy(Rs.H,Rt.H):<<1","Word64 Q6_P_mpynac_RhRh_s1(Word64 Rxx, Word32"
"","Rs, Word32 Rt)"
"Rxx-=mpy(Rs.H,Rt.L)","Word64 Q6_P_mpynac_RhRl(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rxx-=mpy(Rs.H,Rt.L):<<1","Word64 Q6_P_mpynac_RhRl_s1(Word64 Rxx, Word32"
"","Rs, Word32 Rt)"
"Rxx-=mpy(Rs.L,Rt.H)","Word64 Q6_P_mpynac_RlRh(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rxx-=mpy(Rs.L,Rt.H):<<1","Word64 Q6_P_mpynac_RlRh_s1(Word64 Rxx, Word32"
"","Rs, Word32 Rt)"
"Rxx-=mpy(Rs.L,Rt.L)","Word64 Q6_P_mpynac_RlRl(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rxx-=mpy(Rs.L,Rt.L):<<1","Word64 Q6_P_mpynac_RlRl_s1(Word64 Rxx, Word32"
"","Rs, Word32 Rt)"
"Rd=mpyu(Rs.H,Rt.H)","UWord32 Q6_R_mpyu_RhRh(Word32 Rs, Word32 Rt)"
"Rd=mpyu(Rs.H,Rt.H):<<1","UWord32 Q6_R_mpyu_RhRh_s1(Word32 Rs, Word32 Rt)"
"Rd=mpyu(Rs.H,Rt.L)","UWord32 Q6_R_mpyu_RhRl(Word32 Rs, Word32 Rt)"
"Rd=mpyu(Rs.H,Rt.L):<<1","UWord32 Q6_R_mpyu_RhRl_s1(Word32 Rs, Word32 Rt)"
"Rd=mpyu(Rs.L,Rt.H)","UWord32 Q6_R_mpyu_RlRh(Word32 Rs, Word32 Rt)"
"Rd=mpyu(Rs.L,Rt.H):<<1","UWord32 Q6_R_mpyu_RlRh_s1(Word32 Rs, Word32 Rt)"
"Rd=mpyu(Rs.L,Rt.L)","UWord32 Q6_R_mpyu_RlRl(Word32 Rs, Word32 Rt)"
"Rd=mpyu(Rs.L,Rt.L):<<1","UWord32 Q6_R_mpyu_RlRl_s1(Word32 Rs, Word32 Rt)"
"Rdd=mpyu(Rs.H,Rt.H)","UWord64 Q6_P_mpyu_RhRh(Word32 Rs, Word32 Rt)"
"Rdd=mpyu(Rs.H,Rt.H):<<1","UWord64 Q6_P_mpyu_RhRh_s1(Word32 Rs, Word32 Rt)"
"Rdd=mpyu(Rs.H,Rt.L)","UWord64 Q6_P_mpyu_RhRl(Word32 Rs, Word32 Rt)"
"Rdd=mpyu(Rs.H,Rt.L):<<1","UWord64 Q6_P_mpyu_RhRl_s1(Word32 Rs, Word32 Rt)"
"Rdd=mpyu(Rs.L,Rt.H)","UWord64 Q6_P_mpyu_RlRh(Word32 Rs, Word32 Rt)"
"Rdd=mpyu(Rs.L,Rt.H):<<1","UWord64 Q6_P_mpyu_RlRh_s1(Word32 Rs, Word32 Rt)"
"Rdd=mpyu(Rs.L,Rt.L)","UWord64 Q6_P_mpyu_RlRl(Word32 Rs, Word32 Rt)"
"Rdd=mpyu(Rs.L,Rt.L):<<1","UWord64 Q6_P_mpyu_RlRl_s1(Word32 Rs, Word32 Rt)"
"Rx+=mpyu(Rs.H,Rt.H)","Word32 Q6_R_mpyuacc_RhRh(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx+=mpyu(Rs.H,Rt.H):<<1","Word32 Q6_R_mpyuacc_RhRh_s1(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx+=mpyu(Rs.H,Rt.L)","Word32 Q6_R_mpyuacc_RhRl(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx+=mpyu(Rs.H,Rt.L):<<1","Word32 Q6_R_mpyuacc_RhRl_s1(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx+=mpyu(Rs.L,Rt.H)","Word32 Q6_R_mpyuacc_RlRh(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx+=mpyu(Rs.L,Rt.H):<<1","Word32 Q6_R_mpyuacc_RlRh_s1(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx+=mpyu(Rs.L,Rt.L)","Word32 Q6_R_mpyuacc_RlRl(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx+=mpyu(Rs.L,Rt.L):<<1","Word32 Q6_R_mpyuacc_RlRl_s1(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx-=mpyu(Rs.H,Rt.H)","Word32 Q6_R_mpyunac_RhRh(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx-=mpyu(Rs.H,Rt.H):<<1","Word32 Q6_R_mpyunac_RhRh_s1(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx-=mpyu(Rs.H,Rt.L)","Word32 Q6_R_mpyunac_RhRl(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx-=mpyu(Rs.H,Rt.L):<<1","Word32 Q6_R_mpyunac_RhRl_s1(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx-=mpyu(Rs.L,Rt.H)","Word32 Q6_R_mpyunac_RlRh(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx-=mpyu(Rs.L,Rt.H):<<1","Word32 Q6_R_mpyunac_RlRh_s1(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx-=mpyu(Rs.L,Rt.L)","Word32 Q6_R_mpyunac_RlRl(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx-=mpyu(Rs.L,Rt.L):<<1","Word32 Q6_R_mpyunac_RlRl_s1(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rxx+=mpyu(Rs.H,Rt.H)","Word64 Q6_P_mpyuacc_RhRh(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rxx+=mpyu(Rs.H,Rt.H):<<1","Word64 Q6_P_mpyuacc_RhRh_s1(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rxx+=mpyu(Rs.H,Rt.L)","Word64 Q6_P_mpyuacc_RhRl(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rxx+=mpyu(Rs.H,Rt.L):<<1","Word64 Q6_P_mpyuacc_RhRl_s1(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rxx+=mpyu(Rs.L,Rt.H)","Word64 Q6_P_mpyuacc_RlRh(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rxx+=mpyu(Rs.L,Rt.H):<<1","Word64 Q6_P_mpyuacc_RlRh_s1(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rxx+=mpyu(Rs.L,Rt.L)","Word64 Q6_P_mpyuacc_RlRl(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rxx+=mpyu(Rs.L,Rt.L):<<1","Word64 Q6_P_mpyuacc_RlRl_s1(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rxx-=mpyu(Rs.H,Rt.H)","Word64 Q6_P_mpyunac_RhRh(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rxx-=mpyu(Rs.H,Rt.H):<<1","Word64 Q6_P_mpyunac_RhRh_s1(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rxx-=mpyu(Rs.H,Rt.L)","Word64 Q6_P_mpyunac_RhRl(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rxx-=mpyu(Rs.H,Rt.L):<<1","Word64 Q6_P_mpyunac_RhRl_s1(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rxx-=mpyu(Rs.L,Rt.H)","Word64 Q6_P_mpyunac_RlRh(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rxx-=mpyu(Rs.L,Rt.H):<<1","Word64 Q6_P_mpyunac_RlRh_s1(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rxx-=mpyu(Rs.L,Rt.L)","Word64 Q6_P_mpyunac_RlRl(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rxx-=mpyu(Rs.L,Rt.L):<<1","Word64 Q6_P_mpyunac_RlRl_s1(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rdd=pmpyw(Rs,Rt)","Word64 Q6_P_pmpyw_RR(Word32 Rs, Word32 Rt)"
"Rxx^=pmpyw(Rs,Rt)","Word64 Q6_P_pmpywxacc_RR(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rdd=vrmpyweh(Rss,Rtt)","Word64 Q6_P_vrmpyweh_PP(Word64 Rss, Word64 Rtt)"
"Rdd=vrmpyweh(Rss,Rtt):<<1","Word64 Q6_P_vrmpyweh_PP_s1(Word64 Rss, Word64"
"",Rtt)
"Rdd=vrmpywoh(Rss,Rtt)","Word64 Q6_P_vrmpywoh_PP(Word64 Rss, Word64 Rtt)"
"Rdd=vrmpywoh(Rss,Rtt):<<1","Word64 Q6_P_vrmpywoh_PP_s1(Word64 Rss, Word64"
"",Rtt)
"Rxx+=vrmpyweh(Rss,Rtt)","Word64 Q6_P_vrmpywehacc_PP(Word64 Rxx, Word64"
"","Rss, Word64 Rtt)"
"Rxx+=vrmpyweh(Rss,Rtt):<<1","Word64 Q6_P_vrmpywehacc_PP_s1(Word64 Rxx, Word64"
"","Rss, Word64 Rtt)"
"Rxx+=vrmpywoh(Rss,Rtt)","Word64 Q6_P_vrmpywohacc_PP(Word64 Rxx, Word64"
"","Rss, Word64 Rtt)"
"Rxx+=vrmpywoh(Rss,Rtt):<<1","Word64 Q6_P_vrmpywohacc_PP_s1(Word64 Rxx, Word64"
"","Rss, Word64 Rtt)"
"Rd=mpy(Rs,Rt.H):<<1:rnd:sat","Word32 Q6_R_mpy_RRh_s1_rnd_sat(Word32 Rs, Word32"
"",Rt)
"Rd=mpy(Rs,Rt.H):<<1:sat","Word32 Q6_R_mpy_RRh_s1_sat(Word32 Rs, Word32 Rt)"
"Rd=mpy(Rs,Rt.L):<<1:rnd:sat","Word32 Q6_R_mpy_RRl_s1_rnd_sat(Word32 Rs, Word32"
"",Rt)
"Rd=mpy(Rs,Rt.L):<<1:sat","Word32 Q6_R_mpy_RRl_s1_sat(Word32 Rs, Word32 Rt)"
"Rd=mpy(Rs,Rt)","Word32 Q6_R_mpy_RR(Word32 Rs, Word32 Rt)"
"Rd=mpy(Rs,Rt):<<1","Word32 Q6_R_mpy_RR_s1(Word32 Rs, Word32 Rt)"
"Rd=mpy(Rs,Rt):<<1:sat","Word32 Q6_R_mpy_RR_s1_sat(Word32 Rs, Word32 Rt)"
"Rd=mpy(Rs,Rt):rnd","Word32 Q6_R_mpy_RR_rnd(Word32 Rs, Word32 Rt)"
"Rd=mpysu(Rs,Rt)","Word32 Q6_R_mpysu_RR(Word32 Rs, Word32 Rt)"
"Rd=mpyu(Rs,Rt)","UWord32 Q6_R_mpyu_RR(Word32 Rs, Word32 Rt)"
"Rx+=mpy(Rs,Rt):<<1:sat","Word32 Q6_R_mpyacc_RR_s1_sat(Word32 Rx, Word32"
"","Rs, Word32 Rt)"
"Rx-=mpy(Rs,Rt):<<1:sat","Word32 Q6_R_mpynac_RR_s1_sat(Word32 Rx, Word32"
"","Rs, Word32 Rt)"
"Rdd=mpy(Rs,Rt)","Word64 Q6_P_mpy_RR(Word32 Rs, Word32 Rt)"
"Rdd=mpyu(Rs,Rt)","UWord64 Q6_P_mpyu_RR(Word32 Rs, Word32 Rt)"
"Rxx+=mpy(Rs,Rt)","Word64 Q6_P_mpyacc_RR(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rxx+=mpyu(Rs,Rt)","Word64 Q6_P_mpyuacc_RR(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rxx-=mpy(Rs,Rt)","Word64 Q6_P_mpynac_RR(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rxx-=mpyu(Rs,Rt)","Word64 Q6_P_mpyunac_RR(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rdd=vdmpy(Rss,Rtt):<<1:sat","Word64 Q6_P_vdmpy_PP_s1_sat(Word64 Rss, Word64"
"",Rtt)
"Rdd=vdmpy(Rss,Rtt):sat","Word64 Q6_P_vdmpy_PP_sat(Word64 Rss, Word64 Rtt)"
"Rxx+=vdmpy(Rss,Rtt):<<1:sat","Word64 Q6_P_vdmpyacc_PP_s1_sat(Word64 Rxx,"
"","Word64 Rss, Word64 Rtt)"
"Rxx+=vdmpy(Rss,Rtt):sat","Word64 Q6_P_vdmpyacc_PP_sat(Word64 Rxx, Word64"
"","Rss, Word64 Rtt)"
"Rd=vdmpy(Rss,Rtt):<<1:rnd:sat","Word32 Q6_R_vdmpy_PP_s1_rnd_sat(Word64 Rss,"
"",Word64 Rtt)
"Rd=vdmpy(Rss,Rtt):rnd:sat","Word32 Q6_R_vdmpy_PP_rnd_sat(Word64 Rss, Word64"
"",Rtt)
"Rdd=vrmpybsu(Rss,Rtt)","Word64 Q6_P_vrmpybsu_PP(Word64 Rss, Word64 Rtt)"
"Rdd=vrmpybu(Rss,Rtt)","Word64 Q6_P_vrmpybu_PP(Word64 Rss, Word64 Rtt)"
"Rxx+=vrmpybsu(Rss,Rtt)","Word64 Q6_P_vrmpybsuacc_PP(Word64 Rxx, Word64"
"","Rss, Word64 Rtt)"
"Rxx+=vrmpybu(Rss,Rtt)","Word64 Q6_P_vrmpybuacc_PP(Word64 Rxx, Word64"
"","Rss, Word64 Rtt)"
"Rdd=vdmpybsu(Rss,Rtt):sat","Word64 Q6_P_vdmpybsu_PP_sat(Word64 Rss, Word64"
"",Rtt)
"Rxx+=vdmpybsu(Rss,Rtt):sat","Word64 Q6_P_vdmpybsuacc_PP_sat(Word64 Rxx,"
"","Word64 Rss, Word64 Rtt)"
"Rdd=vmpyeh(Rss,Rtt):<<1:sat","Word64 Q6_P_vmpyeh_PP_s1_sat(Word64 Rss, Word64"
"",Rtt)
"Rdd=vmpyeh(Rss,Rtt):sat","Word64 Q6_P_vmpyeh_PP_sat(Word64 Rss, Word64"
"",Rtt)
"Rxx+=vmpyeh(Rss,Rtt)","Word64 Q6_P_vmpyehacc_PP(Word64 Rxx, Word64 Rss,"
"",Word64 Rtt)
"Rxx+=vmpyeh(Rss,Rtt):<<1:sat","Word64 Q6_P_vmpyehacc_PP_s1_sat(Word64 Rxx,"
"","Word64 Rss, Word64 Rtt)"
"Rxx+=vmpyeh(Rss,Rtt):sat","Word64 Q6_P_vmpyehacc_PP_sat(Word64 Rxx, Word64"
"","Rss, Word64 Rtt)"
"Rdd=vmpyh(Rs,Rt):<<1:sat","Word64 Q6_P_vmpyh_RR_s1_sat(Word32 Rs, Word32"
"",Rt)
"Rdd=vmpyh(Rs,Rt):sat","Word64 Q6_P_vmpyh_RR_sat(Word32 Rs, Word32 Rt)"
"Rxx+=vmpyh(Rs,Rt)","Word64 Q6_P_vmpyhacc_RR(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rxx+=vmpyh(Rs,Rt):<<1:sat","Word64 Q6_P_vmpyhacc_RR_s1_sat(Word64 Rxx,"
"","Word32 Rs, Word32 Rt)"
"Rxx+=vmpyh(Rs,Rt):sat","Word64 Q6_P_vmpyhacc_RR_sat(Word64 Rxx, Word32"
"","Rs, Word32 Rt)"
"Rd=vmpyh(Rs,Rt):<<1:rnd:sat","Word32 Q6_R_vmpyh_RR_s1_rnd_sat(Word32 Rs,"
"",Word32 Rt)
"Rd=vmpyh(Rs,Rt):rnd:sat","Word32 Q6_R_vmpyh_RR_rnd_sat(Word32 Rs, Word32"
"",Rt)
"Rdd=vmpyhsu(Rs,Rt):<<1:sat","Word64 Q6_P_vmpyhsu_RR_s1_sat(Word32 Rs, Word32"
"",Rt)
"Rdd=vmpyhsu(Rs,Rt):sat","Word64 Q6_P_vmpyhsu_RR_sat(Word32 Rs, Word32 Rt)"
"Rxx+=vmpyhsu(Rs,Rt):<<1:sat","Word64 Q6_P_vmpyhsuacc_RR_s1_sat(Word64 Rxx,"
"","Word32 Rs, Word32 Rt)"
"Rxx+=vmpyhsu(Rs,Rt):sat","Word64 Q6_P_vmpyhsuacc_RR_sat(Word64 Rxx, Word32"
"","Rs, Word32 Rt)"
"Rdd=vrmpyh(Rss,Rtt)","Word64 Q6_P_vrmpyh_PP(Word64 Rss, Word64 Rtt)"
"Rxx+=vrmpyh(Rss,Rtt)","Word64 Q6_P_vrmpyhacc_PP(Word64 Rxx, Word64 Rss,"
"",Word64 Rtt)
"Rdd=vmpybsu(Rs,Rt)","Word64 Q6_P_vmpybsu_RR(Word32 Rs, Word32 Rt)"
"Rdd=vmpybu(Rs,Rt)","Word64 Q6_P_vmpybu_RR(Word32 Rs, Word32 Rt)"
"Rxx+=vmpybsu(Rs,Rt)","Word64 Q6_P_vmpybsuacc_RR(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rxx+=vmpybu(Rs,Rt)","Word64 Q6_P_vmpybuacc_RR(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
"Rdd=vpmpyh(Rs,Rt)","Word64 Q6_P_vpmpyh_RR(Word32 Rs, Word32 Rt)"
"Rxx^=vpmpyh(Rs,Rt)","Word64 Q6_P_vpmpyhxacc_RR(Word64 Rxx, Word32 Rs,"
"",Word32 Rt)
Rd=sat(Rss),Word32 Q6_R_sat_P(Word64 Rss)
Rd=satb(Rs),Word32 Q6_R_satb_R(Word32 Rs)
Rd=sath(Rs),Word32 Q6_R_sath_R(Word32 Rs)
Rd=satub(Rs),Word32 Q6_R_satub_R(Word32 Rs)
Rd=satuh(Rs),Word32 Q6_R_satuh_R(Word32 Rs)
Rd=swiz(Rs),Word32 Q6_R_swiz_R(Word32 Rs)
"Rdd=valignb(Rtt,Rss,#u3)","Word64 Q6_P_valignb_PPI(Word64 Rtt, Word64 Rss,"
"",Word32 Iu3)
"Rdd=valignb(Rtt,Rss,Pu)","Word64 Q6_P_valignb_PPp(Word64 Rtt, Word64 Rss, Byte"
"",Pu)
Rd=vrndwh(Rss),Word32 Q6_R_vrndwh_P(Word64 Rss)
Rd=vrndwh(Rss):sat,Word32 Q6_R_vrndwh_P_sat(Word64 Rss)
Rd=vsathb(Rs),Word32 Q6_R_vsathb_R(Word32 Rs)
Rd=vsathb(Rss),Word32 Q6_R_vsathb_P(Word64 Rss)
Rd=vsathub(Rs),Word32 Q6_R_vsathub_R(Word32 Rs)
